function,group,activity,year,amount,id
"Почивно дело, култура, религиозни дейности",Култура,Радиотранслационни възли,2002,1342490.0,1165
"Почивно дело, култура, религиозни дейности",Култура,Радио,2002,3.186311E7,1166
"Почивно дело, култура, религиозни дейности",Култура,Телевизия,2002,5.501565E7,1167
"Почивно дело, култура, религиозни дейности",Култура,Национален институт за паметниците на културата,2002,427550.0,1168
"Почивно дело, култура, религиозни дейности",Култура,Обредни домове и зали,2002,4362230.0,1169
"Почивно дело, култура, религиозни дейности",Култура,Зоопаркове,2002,1915880.0,1170
"Почивно дело, култура, религиозни дейности",Култура,Държавен архив и териториални архиви,2002,4027340.0,1171
"Почивно дело, култура, религиозни дейности",Култура,"Международни програми и споразумения, дарения и помощи от чужбина",2002,0.0,1172
"Почивно дело, култура, религиозни дейности",Култура,Други дейности по културата,2002,1.633081E7,1173
"Почивно дело, култура, религиозни дейности",Култура,"Национални центрове по изкуствата, филмотечно и фонотечно дело ",2002,4118319.9999999995,1174
"Почивно дело, култура, религиозни дейности",Култура,Подпомагане развитието на културата,2002,527050.0,1175
"Почивно дело, култура, религиозни дейности",Култура,Читалища,2002,0.0,1176
"Почивно дело, култура, религиозни дейности",Култура,"Музеи, худ. галерии, паметници на културата и етногр. комплекси с национален и регионален харакер",2002,0.0,1177
"Почивно дело, култура, религиозни дейности",Култура,"Музеи, художествени галерии, паметници на културата и етнографски комплекси с местен харакер",2002,0.0,1178
"Почивно дело, култура, религиозни дейности",Култура,Библиотеки с национален и регионален характер,2002,0.0,1179
"Почивно дело, култура, религиозни дейности",Култура,Градски билиотеки,2002,0.0,1180
"Почивно дело, култура, религиозни дейности",Култура,Национални центрове по изкуствата и културните дейности,2002,0.0,1181
"Почивно дело, култура, религиозни дейности",Култура,Филмотечно и фонотечно дело,2002,0.0,1182
"Почивно дело, култура, религиозни дейности",Религиозно дело,Субсидии и други разходи за дейности по религиозно дело,2002,1370580.0,1183
"Почивно дело, култура, религиозни дейности",Култура,"Управление, контрол и регулиране на дейностите по културата",2002,0.0,1184
"Почивно дело, култура, религиозни дейности",Култура,Национални центрове по изкуствата и културните дейности,2002,0.0,1185
"Почивно дело, култура, религиозни дейности",Култура,Български културни институти в чужбина,2002,0.0,1186
"Почивно дело, култура, религиозни дейности",Култура,Театри,2002,0.0,1187
"Почивно дело, култура, религиозни дейности",Култура,Оперно - филхармонични дружества и опери,2002,0.0,1188
"Почивно дело, култура, религиозни дейности",Култура,Оркестри и ансамбли,2002,0.0,1189
"Почивно дело, култура, религиозни дейности",Култура,Читалища,2002,0.0,1190
"Почивно дело, култура, религиозни дейности",Култура,"Музеи, худ. галерии, паметници на културата и етногр. комплекси с национален и регионален харакер",2002,0.0,1191
"Почивно дело, култура, религиозни дейности",Култура,"Музеи, художествени галерии, паметници на културата и етнографски комплекси с местен харакер",2002,0.0,1192
"Почивно дело, култура, религиозни дейности",Култура,Радиотранслационни възли,2002,0.0,1193
"Почивно дело, култура, религиозни дейности",Култура,Радио,2002,0.0,1194
"Почивно дело, култура, религиозни дейности",Култура,Телевизия,2002,0.0,1195
"Почивно дело, култура, религиозни дейности",Култура,Филмотечно и фонотечно дело,2002,0.0,1196
"Почивно дело, култура, религиозни дейности",Култура,Обредни домове и зали,2002,0.0,1197
"Почивно дело, култура, религиозни дейности",Култура,Зоопаркове,2002,0.0,1198
"Почивно дело, култура, религиозни дейности",Култура,Държавен архив и териториални архиви,2002,0.0,1199
"Почивно дело, култура, религиозни дейности",Култура,Библиотеки с национален и регионален характер,2002,0.0,1200
"Почивно дело, култура, религиозни дейности",Култура,Градски билиотеки,2002,0.0,1201
"Почивно дело, култура, религиозни дейности",Култура,"Международни програми и споразумения, дарения и помощи от чужбина",2002,0.0,1202
"Почивно дело, култура, религиозни дейности",Култура,Други дейности по културата,2002,0.0,1203
"Почивно дело, култура, религиозни дейности",Култура,Приложни и научни изследвания  в областта на опазване на културата,2002,0.0,1204
"Почивно дело, култура, религиозни дейности",Култура,Културни дейности,2002,0.0,1205
"Почивно дело, култура, религиозни дейности",Религиозно дело,Субсидии и други разходи за дейности по религиозно дело,2002,0.0,1206
Икономически дейности и услуги,"Минно дело, горива и енергия","Управление, контрол и регулиране на минното дело и дейностите по енергетиката",2002,548330.0,1207
Икономически дейности и услуги,"Минно дело, горива и енергия","Изследвания, измервания и анализи на горивата и енергията",2002,87810.0,1208
Икономически дейности и услуги,"Минно дело, горива и енергия",Безопасност и съхраняване на радиоактивни отпадъци,2002,9494980.0,1209
Икономически дейности и услуги,"Минно дело, горива и енергия","Международни програми и споразумения, дарения и помощи от чужбина",2002,0.0,1210
Икономически дейности и услуги,"Минно дело, горива и енергия",Други дейности по минното дело,2002,1544640.0,1211
Икономически дейности и услуги,"Минно дело, горива и енергия",Други дейности по горивата и енергията,2002,4.0584E7,1212
Икономически дейности и услуги,"Минно дело, горива и енергия",Извеждане на ядрени съоръжения от експлоатация,2002,2242230.0,1213
Икономически дейности и услуги,"Минно дело, горива и енергия","Международни програми и споразумения, дарения и помощи от чужбина",2002,103980.0,1214
Икономически дейности и услуги,"Селско стопанство, горско стопанство, лов и риболов","Управление, контрол и регулиране на дейностите по растениевъдство",2002,1.3961961E8,1215
Икономически дейности и услуги,"Селско стопанство, горско стопанство, лов и риболов","Управление, контрол и регулиране на дейностите по животновъдство",2002,0.0,1216
Икономически дейности и услуги,"Селско стопанство, горско стопанство, лов и риболов","Управление, контрол и регулиране на дейностите по горското стопанство",2002,1.0427954E8,1217
Икономически дейности и услуги,"Селско стопанство, горско стопанство, лов и риболов","Управление, контрол и регулиране на дейностите по лова и риболова",2002,2348770.0,1218
Икономически дейности и услуги,"Селско стопанство, горско стопанство, лов и риболов",Машинно-изпитателни центрове,2002,0.0,1219
Икономически дейности и услуги,"Селско стопанство, горско стопанство, лов и риболов",Ветеринарно-медицински служби,2002,4.094546E7,1220
Икономически дейности и услуги,"Селско стопанство, горско стопанство, лов и риболов",Борба с градушките,2002,0.0,1221
Икономически дейности и услуги,"Селско стопанство, горско стопанство, лов и риболов",Контролно технически инспекции,2002,0.0,1222
Икономически дейности и услуги,"Селско стопанство, горско стопанство, лов и риболов",Други служби по поземлената реформа,2002,8926020.0,1223
Икономически дейности и услуги,"Селско стопанство, горско стопанство, лов и риболов","Международни програми и споразумения, дарения и помощи от чужбина",2002,0.0,1224
Икономически дейности и услуги,"Селско стопанство, горско стопанство, лов и риболов","Други дейности по селско и горско стопанство, лов и риболов",2002,3.574689E7,1225
Икономически дейности и услуги,"Селско стопанство, горско стопанство, лов и риболов",Машинно-изпитателни центрове и контролно технически инспекции,2002,1655240.0,1226
Икономически дейности и услуги,"Селско стопанство, горско стопанство, лов и риболов",Национални доплащания и съфинансиране към директните плащания за земеделски производители,2002,0.0,1227
Икономически дейности и услуги,"Селско стопанство, горско стопанство, лов и риболов",Рибарство,2002,0.0,1228
Икономически дейности и услуги,"Селско стопанство, горско стопанство, лов и риболов",Развитие на селските райони,2002,0.0,1229
Икономически дейности и услуги,Транспорт и съобщения,"Управление, контрол и регулиране на дейностите по транспорта и пътищата",2002,0.0,1230
Икономически дейности и услуги,Транспорт и съобщения,"Служби и дейности по поддържане, ремонт и изграждане на пътищата",2002,8.556702E7,1231
Икономически дейности и услуги,Транспорт и съобщения,"Проучвания, измервания и анализи на пътната мрежа",2002,581120.0,1232
Икономически дейности и услуги,Транспорт и съобщения,Дейности по автомобилния транспорт,2002,3.47069E7,1233
Икономически дейности и услуги,Транспорт и съобщения,Дейности по железопътния транспорт,2002,1.1919603E8,1234
Икономически дейности и услуги,Транспорт и съобщения,Дейности по въздушния транспорт,2002,3.825931E7,1235
Икономически дейности и услуги,Транспорт и съобщения,Дейности по водния транспорт,2002,1.755938E7,1236
Икономически дейности и услуги,Транспорт и съобщения,"Управление, контрол и регулиране на дейностите по комуникациите",2002,6670880.0,1237
Икономически дейности и услуги,Транспорт и съобщения,Пощи и далекосъобщения,2002,4572000.0,1238
Икономически дейности и услуги,Транспорт и съобщения,"Международни програми и споразумения, дарения и помощи от чужбина",2002,4.523422E7,1239
Икономически дейности и услуги,Транспорт и съобщения,"Други дейности по транспорта,пътищата,пощите и далекосъобщенията",2002,7.171112E7,1240
Икономически дейности и услуги,Транспорт и съобщения,"Управление,контрол и регулиране на дейностите по транспорта и пътищата",2002,2.2200227E8,1241
Икономически дейности и услуги,Промишленост и строителство,"Управление, контрол и регулиране на дейностите по промишлеността",2002,339610.0,1242
Икономически дейности и услуги,Промишленост и строителство,"Международни програми и споразумения, дарения и помощи от чужбина",2002,0.0,1243
Икономически дейности и услуги,Промишленост и строителство,Други дейности по промишлеността,2002,0.0,1244
Икономически дейности и услуги,Други дейности по икономиката,"Контрол, регулиране и лицензиране на фондовите борси и търговията с ценни книжа",2002,1064970.0,1245
Икономически дейности и услуги,Други дейности по икономиката,Органи и дейности по приватизация,2002,1.891701E7,1246
Икономически дейности и услуги,Други дейности по икономиката,Органи по стандартизация и метрология,2002,9640550.0,1247
Икономически дейности и услуги,Други дейности по икономиката,Патентно дело,2002,2388900.0,1248
Икономически дейности и услуги,Други дейности по икономиката,Общински пазари и тържища,2002,3561970.0,1249
Икономически дейности и услуги,Други дейности по икономиката,Издателска дейност и печатни бази,2002,1886690.0,1250
Икономически дейности и услуги,Други дейности по икономиката,"Помощни стопанства, столове и други спомагателни дейности",2002,0.0,1251
Икономически дейности и услуги,Други дейности по икономиката,"Дворци, резиденции и стопанства",2002,6004550.0,1252
Икономически дейности и услуги,Други дейности по икономиката,Оздравителни програми за предприятия в изолация и ликвидация,2002,2.736832E7,1253
Икономически дейности и услуги,Други дейности по икономиката,Ликвидиране на последици от стихийни бедствия и производствени аварии,2002,0.0,1254
Икономически дейности и услуги,Други дейности по икономиката,"Международни програми и споразумения, дарения и помощи от чужбина",2002,2.174875E8,1255
Икономически дейности и услуги,Други дейности по икономиката,Други дейности по икономиката,2002,1.3284120000000001E8,1256
Икономически дейности и услуги,Други дейности по икономиката,"Помощни стопанства,столове и други спомагателни дейности",2002,0.0,1257
Икономически дейности и услуги,Други дейности по икономиката,Ликвидиране на последици от стихийни бедствия и производствени аварии,2002,4.870853E7,1258
Икономически дейности и услуги,Други дейности по икономиката,Структурни реформи,2002,0.0,1259
Икономически дейности и услуги,Други дейности по икономиката,"Помощни стопанства, столове и други спомагателни дейности",2002,509820.0,1260
Икономически дейности и услуги,Туризъм,"Управление, контрол и регулиране на дейностите по туризма",2002,0.0,1261
Икономически дейности и услуги,Туризъм,Туристически бази,2002,0.0,1262
Икономически дейности и услуги,Туризъм,Специализирани спортно-туристически школи,2002,0.0,1263
Икономически дейности и услуги,Туризъм,"Международни програми и споразумения, дарения и помощи от чужбина",2002,0.0,1264
Икономически дейности и услуги,Туризъм,Други дейности по туризма,2002,0.0,1265
Икономически дейности и услуги,Други дейности по икономиката,Общински пазари и тържища,2002,0.0,1266
Икономически дейности и услуги,Други дейности по икономиката,Издателска дейност и печатни бази,2002,0.0,1267
Икономически дейности и услуги,Други дейности по икономиката,"Помощни стопанства, столове и други спомагателни дейности",2002,0.0,1268
Икономически дейности и услуги,Други дейности по икономиката,"Дворци, резиденции и стопанства",2002,0.0,1269
Икономически дейности и услуги,Други дейности по икономиката,Органи и дейности по приватизация,2002,0.0,1270
Икономически дейности и услуги,Други дейности по икономиката,Органи по стандартизация и метрология,2002,0.0,1271
Икономически дейности и услуги,Други дейности по икономиката,Патентно дело,2002,0.0,1272
Икономически дейности и услуги,Други дейности по икономиката,"Международни програми и споразумения, дарения и помощи от чужбина",2002,0.0,1273
Икономически дейности и услуги,Други дейности по икономиката,Други дейности по икономиката,2002,0.0,1274
Разходи некласифицирани в другите функции,Разходи некласифицирани в другите функции,"Придобиване на дялове, акции, съучастия и други финансови активи и възмездно финансиране (§§70,71,72,73)",2002,0.0,1275
Разходи некласифицирани в другите функции,Разходи некласифицирани в другите функции,Разходи за лихви,2002,7.1302844E8,1276
Разходи некласифицирани в другите функции,Разходи некласифицирани в другите функции,Други разходи некласифицирани по другите функции,2002,49190.0,1277
Разходи некласифицирани в другите функции,Разходи некласифицирани в другите функции,Резерв,2002,0.0,1278
Общи държавни служби,Изпълнителни и законодателни органи,Централни държавни органи,2003,1.3706584E8,1279
Общи държавни служби,Изпълнителни и законодателни органи,Политически кабинет,2003,0.0,1280
Общи държавни служби,Изпълнителни и законодателни органи,Централни държавни органи по образованието,2003,4427010.0,1281
Общи държавни служби,Изпълнителни и законодателни органи,Централни държавни органи по здравеопазването,2003,3329470.0,1282
Общи държавни служби,Изпълнителни и законодателни органи,Централни държавни органи по социалното осигуряването,2003,1.059877E7,1283
Общи държавни служби,Изпълнителни и законодателни органи,Централни държавни органи по регионалното развитие и благоустройство,2003,1.487303E7,1284
Общи държавни служби,Изпълнителни и законодателни органи,"Централни държавни органи по културата,спорта и туризма",2003,8544300.0,1285
Общи държавни служби,Изпълнителни и законодателни органи,Централни държавни органи по икономическите дейности и услуги,2003,6.745266E7,1286
Общи държавни служби,Изпълнителни и законодателни органи,Контролни държавни органи,2003,1.4979725E8,1287
Общи държавни служби,Изпълнителни и законодателни органи,Държавни агенции,2003,0.0,1288
Общи държавни служби,Изпълнителни и законодателни органи,Държавни комисии,2003,0.0,1289
Общи държавни служби,Изпълнителни и законодателни органи,Изпълнителни агенции,2003,0.0,1290
Общи държавни служби,Изпълнителни и законодателни органи,"Управление, контрол и регулиране на външните работи",2003,3.487483E7,1291
Общи държавни служби,Изпълнителни и законодателни органи,"Посолства, консулства, представителства и мисии в чужбина",2003,5.948486E7,1292
Общи държавни служби,Изпълнителни и законодателни органи,Държавни и общински служби по изборите,2003,0.0,1293
Общи държавни служби,Изпълнителни и законодателни органи,Областни администрации,2003,1.788081E7,1294
Общи държавни служби,Изпълнителни и законодателни органи,Общинска администрация,2003,2.6038488E8,1295
Общи държавни служби,Изпълнителни и законодателни органи,Общински районни съвети,2003,0.0,1296
Общи държавни служби,Изпълнителни и законодателни органи,"Международни програми и споразумения, дарения и помощи от чужбина",2003,4941790.0,1297
Общи държавни служби,Изпълнителни и законодателни органи,Други изпълнителни и законодателни органи,2003,2.363871E7,1298
Общи държавни служби,Изпълнителни и законодателни органи,Общински съвети,2003,4178750.0,1299
Общи държавни служби,Изпълнителни и законодателни органи,Държавни и общински служби и дейности по изборите,2003,9066480.0,1300
Общи държавни служби,Изпълнителни и законодателни органи,"Общинска администрация – до финансиране с приходи с общински характер, дарения и други",2003,1.335943E7,1301
Общи държавни служби,Изпълнителни и законодателни органи,Централни държавни органи по културата и спорта,2003,0.0,1302
Общи държавни служби,Изпълнителни и законодателни органи,Контролни държавни и общински органи,2003,0.0,1303
Общи държавни служби,Изпълнителни и законодателни органи,Членове на Европейския парлмент от Република България,2003,0.0,1304
Общи държавни служби,Общи служби,"Статистически институт,служби и дейности,социологически проучвания и анкети",2003,1.411871E7,1305
Общи държавни служби,Общи служби,Общоикономическо и социално програмиране и прогнозиране,2003,590420.0,1306
Общи държавни служби,Общи служби,Регистрация и контрол на чуждестранните инвестиции,2003,579310.0,1307
Общи държавни служби,Общи служби,Служби и дейности за връзки с българите в чужбина,2003,372650.0,1308
Общи държавни служби,Общи служби,Служби и дейности за подпомагане на бежанците,2003,2456240.0,1309
Общи държавни служби,Общи служби,Управление и администриране на получена чуждестранна помощ,2003,247770.0,1310
Общи държавни служби,Общи служби,Управление на държавния резерв и военновременните запаси,2003,1.3265691E8,1311
Общи държавни служби,Общи служби,Управление на гражд.администрация и административно обслужване на населението,2003,0.0,1312
Общи държавни служби,Общи служби,Други общи служби,2003,2712670.0,1313
Общи държавни служби,Общи служби,Ликвидационна комисия за закрити бюджетни организации,2003,69220.0,1314
Общи държавни служби,Общи служби,"Международни програми и споразумения, дарения и помощи от чужбина",2003,525350.0,1315
Общи държавни служби,Наука,Организация и управление на научните изследвания и дейности,2003,348260.0,1316
Общи държавни служби,Наука,Научноизследователско дело,2003,7.230606E7,1317
Общи държавни служби,Наука,Научноизследователски институти и центрове,2003,3.896771E7,1318
Общи държавни служби,Наука,"Международни програми и споразумения, дарения и помощи от чужбина",2003,6552800.0,1319
Общи държавни служби,Наука,Други дейности на науката,2003,1445230.0,1320
Отбрана и сиурност,Отбрана,Дейности по отбраната,2003,7.3523027E8,1321
Отбрана и сиурност,Отбрана,"Международни програми и споразумения, дарения и помощи от чужбина",2003,5550.0,1322
Отбрана и сиурност,Отбрана,Други дейности по отбраната,2003,1.163355E7,1323
Отбрана и сиурност,Отбрана,Дейности по подготовката и присъединяването към НАТО,2003,7.207531E7,1324
Отбрана и сиурност,Отбрана,Отбранително-мобилизационна подготовка,2003,6626240.0,1325
Отбрана и сиурност,Отбрана,Мироопазващи мисии в чужбина,2003,0.0,1326
Отбрана и сиурност,Отбрана,Участие на Република България в НАТО,2003,0.0,1327
Отбрана и сиурност,"Полиция, вътрешен ред и сигурност","Полиция, противопожарна охрана и вътрешен ред",2003,6.8734247E8,1328
Отбрана и сиурност,"Полиция, вътрешен ред и сигурност",Национална служба за охрана,2003,1.599014E7,1329
Отбрана и сиурност,"Полиция, вътрешен ред и сигурност",Национална разузнавателна служба,2003,1.030901E7,1330
Отбрана и сиурност,"Полиция, вътрешен ред и сигурност",Противопожарна охрана,2003,0.0,1331
Отбрана и сиурност,"Полиция, вътрешен ред и сигурност",Приложни научни изследвания в областта на вътрешния ред и сигурност,2003,0.0,1332
Отбрана и сиурност,"Полиция, вътрешен ред и сигурност","Международни програми и споразумения, дарения и помощи от чужбина",2003,0.0,1333
Отбрана и сиурност,"Полиция, вътрешен ред и сигурност",Други дейности по вътрешната сигурност,2003,1.288545E7,1334
Отбрана и сиурност,"Полиция, вътрешен ред и сигурност",Полиция и вътрешен ред,2003,0.0,1335
Отбрана и сиурност,Съдебна власт,Висш съдебен съвет,2003,1784200.0,1336
Отбрана и сиурност,Съдебна власт,Върховен административен съд,2003,4308980.0,1337
Отбрана и сиурност,Съдебна власт,Върховен касационен съд,2003,1.184092E7,1338
Отбрана и сиурност,Съдебна власт,Прокуратура,2003,3.693968E7,1339
Отбрана и сиурност,Съдебна власт,Специална следствена служба,2003,0.0,1340
Отбрана и сиурност,Съдебна власт,Съдилища,2003,8.311504E7,1341
Отбрана и сиурност,Съдебна власт,Следствени служби и други дейности на съдебната власт,2003,0.0,1342
Отбрана и сиурност,Съдебна власт,Следствени служби,2003,0.0,1343
Отбрана и сиурност,Съдебна власт,Други дейности на съдебната власт,2003,3004820.0,1344
Отбрана и сиурност,Съдебна власт,Специализирана следствена служба,2003,0.0,1345
Отбрана и сиурност,Съдебна власт,Национална следствена служба,2003,4663090.0,1346
Отбрана и сиурност,Съдебна власт,Окръжни следствени служби,2003,2.935091E7,1347
Отбрана и сиурност,Съдебна власт,"Международни програми и споразумения, дарения и помощи от чужбина",2003,0.0,1348
Отбрана и сиурност,Администрация на затворите,Места за лишаване от свобода,2003,6.061615E7,1349
Отбрана и сиурност,"Гражданска защита, управление и дейности при кризи, стихийни бедствия и аварии ",Гражданска защита,2003,0.0,1350
Отбрана и сиурност,"Гражданска защита, управление и дейности при кризи, стихийни бедствия и аварии ","Отбранително-мобилизационна подготовка, поддържане на запаси и мощности",2003,0.0,1351
Отбрана и сиурност,"Гражданска защита, управление и дейности при кризи, стихийни бедствия и аварии ","Превантивна дейност за намаляване на вредните последствия от кризи, бедствия и аварии",2003,0.0,1352
Отбрана и сиурност,"Гражданска защита, управление и дейности при кризи, стихийни бедствия и аварии ",Ликвидиране на последици от стихийни бедствия и производствени аварии,2003,0.0,1353
Отбрана и сиурност,"Гражданска защита, управление и дейности при кризи, стихийни бедствия и аварии ","Международни програми и споразумения, дарения и помощи от чужбина",2003,0.0,1354
Отбрана и сиурност,"Гражданска защита, управление и дейности при кризи, стихийни бедствия и аварии ",Други дейности по управление при кризи,2003,0.0,1355
Отбрана и сиурност,"Гражданска защита, управление и дейности при кризи, стихийни бедствия и аварии ",Доброволни формирования за защита при бедствия,2003,0.0,1356
Образование,Образование,"Управление, контрол, регулиране и лицензиране на дейности по образованието",2003,7038320.0,1357
Образование,Образование,Целодневни детски градини,2003,2.2865321E8,1358
Образование,Образование,Санаториални детски градини,2003,0.0,1359
Образование,Образование,Обединени детски заведения и комплекси,2003,0.0,1360
Образование,Образование,Полудневни детски градини,2003,3620250.0,1361
Образование,Образование,Временни летни детски градини,2003,0.0,1362
Образование,Образование,Специални училища,2003,3.406284E7,1363
Образование,Образование,Общообразователни училища,2003,5.7372978E8,1364
Образование,Образование,Общообразователни вечерни училища,2003,0.0,1365
Образование,Образование,Общообразователни спортни училища,2003,0.0,1366
Образование,Образование,Училища в чужбина,2003,2114670.0,1367
Образование,Образование,Професионални учебни заведения и педагогически консултационни кабинети (ПКК),2003,1.745521E8,1368
Образование,Образование,Домове за деца и юноши,2003,0.0,1369
Образование,Образование,Общежития и интернати,2003,3.376394E7,1370
Образование,Образование,Ученически почивни лагери,2003,6431990.0,1371
Образование,Образование,Повишаване на квалификацията,2003,4292840.0,1372
Образование,Образование,Столове,2003,9856650.0,1373
Образование,Образование,Извънучилищни дейности,2003,4696200.0,1374
Образование,Образование,"Академии,университети и висши училища",2003,0.0,1375
Образование,Образование,Други дейности за децата,2003,1.092832E7,1376
Образование,Образование,Други дейности за младежта,2003,626100.0,1377
Образование,Образование,"Международни програми и споразумения, дарения и помощи от чужбина",2003,1.4031E7,1378
Образование,Образование,Други дейности по образованието,2003,6.190756E7,1379
Образование,Образование,Обединени детски заведения,2003,0.0,1380
Образование,Образование,"Академии, университети и висши училища",2003,3.0813663E8,1381
Образование,Образование,"Целодневни детски градини – до финансиране с приходи с общински характер, дарения и други",2003,618930.0,1382
Образование,Образование,Специални детски градини,2003,2550400.0,1383
Образование,Образование,Сезонни детски градини,2003,38870.0,1384
Образование,Образование,Общообразователни спортни училища с държавен прием,2003,6120100.0,1385
Образование,Образование,"Домове за отглеждане и възпитание на деца, лишени от родителска грижа",2003,1.691006E7,1386
Образование,Образование,Предучилищна полудневна подготовка на 6-годишни деца,2003,0.0,1387
Образование,Образование,Общообразователни спортни училища,2003,0.0,1388
Образование,Образование,Професионални учебни заведения,2003,0.0,1389
Образование,Образование,Общежития,2003,0.0,1390
Образование,Образование,Целодневни детски градини и обединени детски заведения,2003,0.0,1391
Образование,Образование,Спортни училища,2003,0.0,1392
Образование,Образование,Професионални училища и професионални паралелки към средно общообразователно училище,2003,0.0,1393
Образование,Образование,Приложни научни изследвания в областта на образованието,2003,0.0,1394
Образование,Образование,Целодневни детски градини и обединени детски заведения за деца от 1 до 6 години,2003,0.0,1395
Образование,Образование,Полудневна подготовка в училище за деца на 6 години,2003,0.0,1396
Здравеопазване,Здравеопазване,"Научен институт за спешна медицинска помощ ""Пирогов""",2003,0.0,1397
Здравеопазване,Здравеопазване,Районни болници,2003,0.0,1398
Здравеопазване,Здравеопазване,Дом майка и дете,2003,0.0,1399
Здравеопазване,Здравеопазване,Лечебно-оздравителни заведения,2003,0.0,1400
Здравеопазване,Здравеопазване,Амбулаторно-поликлинични здравни заведения,2003,0.0,1401
Здравеопазване,Здравеопазване,Амбулаторно-поликлинични стоматологични заведения,2003,0.0,1402
Здравеопазване,Здравеопазване,Инфекциозна болница,2003,0.0,1403
